filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
21.jpg,138611,"{}",4,0,"{""name"":""rect"",""x"":93,""y"":16,""width"":250,""height"":51}","{}"
21.jpg,138611,"{}",4,1,"{""name"":""rect"",""x"":673,""y"":449,""width"":120,""height"":53}","{}"
21.jpg,138611,"{}",4,2,"{""name"":""rect"",""x"":690,""y"":503,""width"":101,""height"":54}","{}"
21.jpg,138611,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[874,1089,1094,877],""all_points_y"":[496,483,524,535]}","{}"
22.jpg,143397,"{}",4,0,"{""name"":""rect"",""x"":87,""y"":24,""width"":262,""height"":53}","{}"
22.jpg,143397,"{}",4,1,"{""name"":""rect"",""x"":632,""y"":452,""width"":126,""height"":51}","{}"
22.jpg,143397,"{}",4,2,"{""name"":""rect"",""x"":661,""y"":500,""width"":109,""height"":50}","{}"
22.jpg,143397,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[870,1079,1077,869],""all_points_y"":[478,490,528,518]}","{}"
23.jpg,140911,"{}",4,0,"{""name"":""rect"",""x"":103,""y"":16,""width"":254,""height"":62}","{}"
23.jpg,140911,"{}",4,1,"{""name"":""rect"",""x"":712,""y"":458,""width"":111,""height"":43}","{}"
23.jpg,140911,"{}",4,2,"{""name"":""rect"",""x"":762,""y"":500,""width"":55,""height"":45}","{}"
23.jpg,140911,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[889,1101,1100,888],""all_points_y"":[470,481,520,508]}","{}"
24.jpg,129099,"{}",4,0,"{""name"":""rect"",""x"":95,""y"":14,""width"":254,""height"":54}","{}"
24.jpg,129099,"{}",4,1,"{""name"":""rect"",""x"":649,""y"":449,""width"":86,""height"":43}","{}"
24.jpg,129099,"{}",4,2,"{""name"":""rect"",""x"":674,""y"":496,""width"":65,""height"":47}","{}"
24.jpg,129099,"{}",4,3,"{""name"":""rect"",""x"":872,""y"":471,""width"":216,""height"":43}","{}"
25.jpg,141903,"{}",4,0,"{""name"":""rect"",""x"":90,""y"":13,""width"":262,""height"":51}","{}"
25.jpg,141903,"{}",4,1,"{""name"":""rect"",""x"":648,""y"":450,""width"":134,""height"":51}","{}"
25.jpg,141903,"{}",4,2,"{""name"":""rect"",""x"":686,""y"":506,""width"":105,""height"":53}","{}"
25.jpg,141903,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[876,1090,1096,878],""all_points_y"":[490,474,518,532]}","{}"
26.jpg,137865,"{}",4,0,"{""name"":""rect"",""x"":86,""y"":16,""width"":266,""height"":62}","{}"
26.jpg,137865,"{}",4,1,"{""name"":""rect"",""x"":728,""y"":460,""width"":101,""height"":46}","{}"
26.jpg,137865,"{}",4,2,"{""name"":""rect"",""x"":755,""y"":516,""width"":75,""height"":40}","{}"
26.jpg,137865,"{}",4,3,"{""name"":""rect"",""x"":874,""y"":494,""width"":216,""height"":40}","{}"
27.jpg,140809,"{}",4,0,"{""name"":""rect"",""x"":93,""y"":12,""width"":270,""height"":57}","{}"
27.jpg,140809,"{}",4,1,"{""name"":""rect"",""x"":647,""y"":441,""width"":157,""height"":59}","{}"
27.jpg,140809,"{}",4,2,"{""name"":""rect"",""x"":682,""y"":503,""width"":122,""height"":53}","{}"
27.jpg,140809,"{}",4,3,"{""name"":""rect"",""x"":886,""y"":487,""width"":221,""height"":42}","{}"
28.jpg,140012,"{}",4,0,"{""name"":""rect"",""x"":96,""y"":13,""width"":258,""height"":54}","{}"
28.jpg,140012,"{}",4,1,"{""name"":""rect"",""x"":658,""y"":450,""width"":95,""height"":47}","{}"
28.jpg,140012,"{}",4,2,"{""name"":""rect"",""x"":686,""y"":502,""width"":72,""height"":53}","{}"
28.jpg,140012,"{}",4,3,"{""name"":""rect"",""x"":882,""y"":498,""width"":219,""height"":40}","{}"
29.jpg,135293,"{}",4,0,"{""name"":""rect"",""x"":91,""y"":13,""width"":266,""height"":62}","{}"
29.jpg,135293,"{}",4,1,"{""name"":""rect"",""x"":676,""y"":440,""width"":132,""height"":46}","{}"
29.jpg,135293,"{}",4,2,"{""name"":""rect"",""x"":698,""y"":486,""width"":132,""height"":40}","{}"
29.jpg,135293,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[872,1113,1107,870],""all_points_y"":[440,467,503,481]}","{}"
30.jpg,132530,"{}",4,0,"{""name"":""rect"",""x"":93,""y"":12,""width"":269,""height"":53}","{}"
30.jpg,132530,"{}",4,1,"{""name"":""rect"",""x"":673,""y"":444,""width"":109,""height"":47}","{}"
30.jpg,132530,"{}",4,2,"{""name"":""rect"",""x"":702,""y"":495,""width"":83,""height"":50}","{}"
30.jpg,132530,"{}",4,3,"{""name"":""rect"",""x"":870,""y"":482,""width"":212,""height"":41}","{}"
