filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
51.jpg,134653,"{}",4,0,"{""name"":""rect"",""x"":88,""y"":11,""width"":263,""height"":57}","{}"
51.jpg,134653,"{}",4,1,"{""name"":""rect"",""x"":657,""y"":452,""width"":146,""height"":45}","{}"
51.jpg,134653,"{}",4,2,"{""name"":""rect"",""x"":710,""y"":500,""width"":84,""height"":40}","{}"
51.jpg,134653,"{}",4,3,"{""name"":""rect"",""x"":881,""y"":469,""width"":215,""height"":38}","{}"
52.jpg,133588,"{}",4,0,"{""name"":""rect"",""x"":93,""y"":29,""width"":263,""height"":46}","{}"
52.jpg,133588,"{}",4,1,"{""name"":""rect"",""x"":682,""y"":452,""width"":109,""height"":46}","{}"
52.jpg,133588,"{}",4,2,"{""name"":""rect"",""x"":706,""y"":503,""width"":83,""height"":42}","{}"
52.jpg,133588,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[865,1077,1077,861],""all_points_y"":[475,486,524,514]}","{}"
53.jpg,144685,"{}",4,0,"{""name"":""rect"",""x"":93,""y"":16,""width"":257,""height"":61}","{}"
53.jpg,144685,"{}",4,1,"{""name"":""rect"",""x"":689,""y"":445,""width"":141,""height"":61}","{}"
53.jpg,144685,"{}",4,2,"{""name"":""rect"",""x"":727,""y"":510,""width"":103,""height"":38}","{}"
53.jpg,144685,"{}",4,3,"{""name"":""rect"",""x"":878,""y"":479,""width"":211,""height"":41}","{}"
54.jpg,133062,"{}",4,0,"{""name"":""rect"",""x"":90,""y"":20,""width"":255,""height"":50}","{}"
54.jpg,133062,"{}",4,1,"{""name"":""rect"",""x"":651,""y"":439,""width"":113,""height"":67}","{}"
54.jpg,133062,"{}",4,2,"{""name"":""rect"",""x"":705,""y"":499,""width"":63,""height"":55}","{}"
54.jpg,133062,"{}",4,3,"{""name"":""rect"",""x"":857,""y"":465,""width"":201,""height"":43}","{}"
55.jpg,145046,"{}",4,0,"{""name"":""rect"",""x"":87,""y"":18,""width"":263,""height"":59}","{}"
55.jpg,145046,"{}",4,1,"{""name"":""rect"",""x"":680,""y"":452,""width"":141,""height"":59}","{}"
55.jpg,145046,"{}",4,2,"{""name"":""rect"",""x"":710,""y"":504,""width"":111,""height"":55}","{}"
55.jpg,145046,"{}",4,3,"{""name"":""rect"",""x"":872,""y"":489,""width"":213,""height"":43}","{}"
56.jpg,137560,"{}",4,0,"{""name"":""rect"",""x"":96,""y"":20,""width"":254,""height"":55}","{}"
56.jpg,137560,"{}",4,1,"{""name"":""rect"",""x"":730,""y"":462,""width"":90,""height"":50}","{}"
56.jpg,137560,"{}",4,2,"{""name"":""rect"",""x"":733,""y"":520,""width"":76,""height"":46}","{}"
56.jpg,137560,"{}",4,3,"{""name"":""rect"",""x"":876,""y"":485,""width"":205,""height"":47}","{}"
57.jpg,140723,"{}",4,0,"{""name"":""rect"",""x"":92,""y"":17,""width"":259,""height"":50}","{}"
57.jpg,140723,"{}",4,1,"{""name"":""rect"",""x"":660,""y"":442,""width"":99,""height"":54}","{}"
57.jpg,140723,"{}",4,2,"{""name"":""rect"",""x"":686,""y"":504,""width"":70,""height"":47}","{}"
57.jpg,140723,"{}",4,3,"{""name"":""rect"",""x"":869,""y"":470,""width"":219,""height"":42}","{}"
58.jpg,142397,"{}",4,0,"{""name"":""rect"",""x"":100,""y"":11,""width"":258,""height"":61}","{}"
58.jpg,142397,"{}",4,1,"{""name"":""rect"",""x"":652,""y"":428,""width"":117,""height"":61}","{}"
58.jpg,142397,"{}",4,2,"{""name"":""rect"",""x"":691,""y"":482,""width"":88,""height"":58}","{}"
58.jpg,142397,"{}",4,3,"{""name"":""rect"",""x"":857,""y"":466,""width"":217,""height"":47}","{}"
59.jpg,148011,"{}",4,0,"{""name"":""rect"",""x"":88,""y"":24,""width"":254,""height"":50}","{}"
59.jpg,148011,"{}",4,1,"{""name"":""rect"",""x"":654,""y"":441,""width"":166,""height"":58}","{}"
59.jpg,148011,"{}",4,2,"{""name"":""rect"",""x"":687,""y"":500,""width"":133,""height"":49}","{}"
59.jpg,148011,"{}",4,3,"{""name"":""rect"",""x"":861,""y"":485,""width"":212,""height"":42}","{}"
60.jpg,137950,"{}",4,0,"{""name"":""rect"",""x"":88,""y"":14,""width"":262,""height"":51}","{}"
60.jpg,137950,"{}",4,1,"{""name"":""rect"",""x"":686,""y"":448,""width"":117,""height"":58}","{}"
60.jpg,137950,"{}",4,2,"{""name"":""rect"",""x"":712,""y"":512,""width"":91,""height"":43}","{}"
60.jpg,137950,"{}",4,3,"{""name"":""rect"",""x"":885,""y"":467,""width"":203,""height"":45}","{}"
